RatingID,Symbol,AgencyID,Date,Rating
506,UGI,1,9/1/2015,BBB
507,ENDP,1,6/29/2015,B
508,ENDP,3,11/6/2013,BB
509,ENDP,1,9/28/2015,B
510,ENDP,3,5/26/2011,BB
511,CMI,2,10/12/2012,A
512,CMI,3,9/21/2011,A
513,CMI,3,6/21/2011,BBB
514,CMI,1,5/27/2014,AA
515,CMI,1,11/4/2015,AA
516,CMI,1,11/10/2014,AA
517,MSCI,3,3/31/2015,BB
518,MSCI,4,8/10/2015,BB
519,MSCI,3,8/1/2016,BB
520,MSCI,4,12/12/2013,BB
521,MSCI,4,6/15/2012,BB
522,FDX,1,9/30/2015,AA
523,FDX,1,1/17/2014,A
524,FDX,1,6/18/2015,AA
525,FDX,1,6/19/2013,A
526,VLO,1,6/15/2015,A
527,VLO,4,6/15/2012,BBB
528,VLO,1,12/4/2015,A
529,VLO,1,3/31/2014,BBB
530,VLO,4,9/7/2016,BBB
531,CRS,1,8/6/2014,BBB
532,CRS,4,6/15/2012,BBB
533,CRS,1,10/26/2015,BBB
534,CRS,1,2/14/2014,BBB
535,CRS,4,2/21/2013,BBB
536,CRS,3,11/28/2016,BBB
537,CRS,3,12/20/2010,BBB
538,JNJ,1,7/15/2014,AA
539,JNJ,4,12/2/2013,AAA
540,IP,1,11/10/2015,BBB
541,IP,1,11/4/2013,BBB
542,IP,4,6/15/2012,BBB
543,IP,1,8/5/2014,BBB
544,IP,4,8/2/2016,BBB
545,DOV,1,4/23/2015,A
546,DOV,1,7/23/2015,A
547,DOV,1,6/12/2014,A
548,DOV,4,11/2/2016,A
549,DOV,2,6/15/2012,A
550,CAT,1,1/27/2014,BBB
551,CAT,4,6/15/2012,A
552,CAT,1,2/13/2015,BBB
553,CAT,1,10/23/2015,BBB
554,CAT,3,10/21/2016,A
555,CAT,3,8/20/2012,A
556,UNP,1,2/11/2014,AAA
557,UNP,4,6/15/2012,BBB
558,UNP,1,11/3/2014,AA
559,UNP,4,3/13/2013,BBB
560,UNP,1,8/24/2015,AA
561,UNP,4,8/2/2016,A
562,CHH,1,10/31/2014,BBB
563,CHH,1,11/4/2013,BBB
564,CHH,1,8/10/2015,BBB
565,AXL,1,12/5/2014,BBB
566,AXL,1,1/7/2014,BB
567,AXL,1,11/30/2015,BBB
568,KMB,1,7/23/2013,A
569,KMB,1,10/28/2015,A
570,KMB,4,6/15/2012,A
571,KMB,1,10/22/2014,A
572,X,1,5/6/2015,BB
573,X,1,1/30/2014,B
574,X,4,5/2/2016,CCC
575,X,4,6/15/2012,B
576,X,4,3/20/2013,B
577,X,3,4/28/2009,BB
578,X,3,9/15/2016,BB
579,ORCL,1,9/30/2015,AA
580,ORCL,1,1/14/2014,AA
581,ORCL,1,9/23/2014,AA
582,ORCL,3,4/24/2012,A
583,SYK,1,7/18/2014,AA
